ISBN13,Role,Name
9781607067535,", By (artist)",Nick Pitarra
9781607067627,By (author),Robert Kirkman
9781607067689,By (author),Stjepan Sejic
9781607067689,", By (author)",Ron Marz
9781607067856,By (author),Jim McCann
9781607067856,", By (artist)",Janet Lee
9781607067900,By (author),Frank J Barbiere
9781607067900,", By (artist)",Chris Mooneyham
9781607067917,By (author),Jamie S. Rich
9781607067917,", By (artist)",Mike Norton
9781607067917,", By (artist)",Chynna Clugston Flores
9781607067917,", By (artist)",Natalie Nourigat
9781607067924,By (author),David Lee Zlotff
9781607067924,", By (author)",Tony Lee
9781607067924,", By (artist)",Will Sliney
9781607067924,", By (artist)",Ciaran Lucas
9781607067924,", By (artist)",Owen Jollands
9781607067931,By (author),Nick Spencer
9781607067931,", By (artist)",Joe Eisma
9781607067948,By (author),Jim Zubkavich
9781607067948,", By (artist)",Edwin Huang
9781607067948,", By (artist)",Misty Coats
9781607067962,By (author),Todd McFarlane
9781607067962,", By (author)",Brian Holguin
9781607067962,", By (artist)",Angel Medina
9781607067962,", By (artist)",Danny Miki
9781607068105,By (author),Brian Wood
9781607068105,", By (artist)",Ming Doyle
9781607068211,By (author),Gerry Duggan
9781607068211,", By (author)",Brian Posehn
9781607068228,By (author),Bryan J. L. Glass
9781607068228,", By (author)",Michael Avon Oeming
9781607068228,", By (artist)",Victor Santos
9781607068235,By (author),Nick Spencer
9781607068235,", By (artist)",Joe Eisma
9781607068266,By (author),Mark Millar
9781607068426,By (author),Andy Diggle
9781607068426,", By (artist)",Jock
9781607068464,By (author),Nick Spencer
9781607068464,", By (artist)",Ryan Browne
9781607068471,By (author),Micah Harris
9781607068471,", By (artist)",Michael Gaydos
9781607068501,By (author),Erik Larsen
9781607068518,By (author),Matt Hawkins
9781607068518,", By (artist)",Rahsan Ekedal
9781607068525,By (author),Matt Fraction
9781607068525,", By (artist)",Howard Chaykin
9781607068556,By (author),Jonathan Hickman
9781607068556,", By (artist)",Nick Dragotta
9781607068587,By (author),Brandon Graham
9781607068587,", By (author)",Simon Roy
9781607068624,By (author),Todd McFarlane
9781607068624,", By (author)",Brian Holguin
9781607068624,", By (artist)",Angel Medina
9781607068624,", By (artist)",Danny Miki
9781607068648,By (author),Kurtis J. Wiebe
9781607068648,", By (artist)",Tyler Jenkins
9781607069409,By (author),Rick Remender
9781607069430,By (author),Nick Spencer
9781607069430,", By (artist)",Joe Eisma
9781607069607,By (author),Joseph Keatinge
9781607069607,", By (artist)",Ross Campbell
9781607069614,By (author),Jonathan Hickman
9781607069614,", By (artist)",Nick Pitarra
9781607069836,By (author),Ken Kristensen
9781607069836,", By (artist)",M. K. Perker
9781607069867,By (author),Phil Hester
9781607069867,", By (artist)",Todd Nauck
9781607069867,", By (artist)",Gabe Eltaeb
9781607069959,By (author),Nathan Edmondson
9781607069959,", By (artist)",Alison Sampson
9781607101895,By (author),Sam Lloyd
9781607300588,By (author),Brad M Epstein
9781607720157,By (author),Julian E. Kulski
9781607749769,By (author),Rachel Ignotofsky
9781607884316,By (author),Major Brian Dennis
9781607884316,", By (author)",Kirby Larson
9781607884316,", By (author)",Mary Nethery
9781607884316,", Read by",Christian Rummel
9781608867455,By (author),Charles M Schulz
9781608878253,By (author),WWE
9781609261252,By (author),Common English Bible
9781609929145,By (author),Surya Sajnani
9781611175530,By (author),Charlotte Caldwell
9781611178203,By (author),L. Kerr Dunn
9781611178203,", Afterword by",Robin R. Salmon
9781611178203,", Illustrated by",Monica Wyrick
9781611760316,By (author),Jay Asher
9781611760316,", By (author)",Carolyn Mackler
9781611760316,", Read by",Steven Kaplan
9781611760316,", Read by",Mary Ellen Cravens
9781611760644,By (author),John Grisham
9781611760644,", Read by",Richard Thomas
9781612620077,By (author),Naoko Takeuchi
9781612712970,By (author),Kim Baccellia
9781613450048,By (author),Frank Robbins
9781613450109,By (author),D. J. Arneson
9781613450109,", By (artist)",Joe Certa
9781613450147,By (author),D.J. Arneson
9781613450147,", By (author)",Arnold Drake
9781613450147,", By (artist)",Joe Certa
9781613450161,By (author),D.J. Arneson
9781613450161,", By (author)",Arnold Drake
9781613450161,", By (artist)",Joe Certa
9781613450192,By (author),D. J. Arneson
9781613450192,", By (artist)",Joe Certa
9781613450239,By (author),Bill Harris
9781613450239,", By (artist)",Bill Lignante
9781613450253,By (author),Mickey Spillane
9781613450253,", By (author)",Ed Robbins
9781613450253,", By (author)",Joe Gill
9781613450321,By (author),Joe Gill
9781613450321,", By (artist)",Pat Boyette
9781613450321,", Edited by",Daniel Herman
9781613450390,By (author),Dille Family Trust
9781613450390,", By (artist)",Dick Calkins
9781613450390,", Edited by",Daniel Herman
9781613450697,By (author),Murphy Anderson
9781613450697,", Edited by",Daniel Herman
9781613451182,By (author),Lee Falk
9781613451182,", By (artist)",George Wilson
9781613451267,By (author),Lee Falk
9781613451267,", By (artist)",George Wilson
9781613451267,", Edited by",Eileen Sabrina Herman
9781613451465,By (author),Lee Falk
9781613451465,", By (artist)",George Wilson
9781613451465,", Edited by",Eileen Sabrina Herman
9781613451472,By (author),Lee Falk
9781613451472,", By (artist)",George Wilson
9781613451472,", Edited by",Eileen Sabrina Herman
9781613770023,By (author),Erik Bear
9781613770023,", By (author)",Greg Bear
9781613770061,By (author),Brian Lynch
9781613770061,", By (artist)",Franco Urru
9781613770061,", By (artist)",Stephen Mooney
9781613770160,By (author),Eric Powell
9781613770160,", By (author)",Tracy Marsh
9781613770160,", By (artist)",Phil Hester
9781613770160,", By (artist)",Alex Ross
9781613770320,By (author),Chuck Dixon
9781613770337,By (author),John Layman
9781613770337,", By (artist)",Alberto Ponticelli
9781613770467,By (author),Josh Blaylock
9781613770467,", By (author)",Brandon Jerwa
9781613770474,By (author),David Lapham
9781613770504,By (author),F. Paul Wilson
9781613770504,", By (artist)",Matthew Dow Smith
9781613770511,By (author),Dan Abnett
9781613770511,", By (author)",Andy Lanning
9781613770511,", Illustrated by",Ulises Farinas
9781613770535,By (author),Ashley Wood
9781613770597,By (author),Brian Lynch
9781613770597,", By (author)",Joss Whedon
9781613770641,By (author),Jeff Grubb
9781613770641,", By (author)",Dan Mishkin
9781613770641,", Illustrated by",Jan Duursema
9781613770641,", Illustrated by",Dave Simons
9781613770641,", Illustrated by",Rick Magyar
9781613770719,By (author),Robert Bloch
9781613770719,", By (author)",Joe R. Lansdale
9781613770719,", By (author)",John L. Lansdale
9781613770719,", By (artist)",Dave Wachter
9781613770788,By (author),Mariah Huehner
9781613770788,", By (author)",Bill Williams
9781613770788,", By (author)",Bill Willingham
9781613770788,", By (author)",David Tischman
9781613770825,By (author),Larry Hama
9781613770917,By (author),Bob Budanisky
9781613770917,", By (author)",Len Kaminski
9781613771006,By (author),Joss Whedon
9781613771006,", By (author)",Brian Lynch
9781613771006,", Illustrated by",Stephen Mooney
9781613771006,", Illustrated by",Franco Urru
9781613771037,By (author),Gary Reed
9781613771037,", By (author)",Steven Philip Jones
9781613771037,", By (artist)",Aldin Baroza
9781613771037,", By (artist)",Seppo Makinen
9781613771037,", By (artist)",Wayne Reid
9781613771037,", By (artist)",Michael Zigerlig
9781613771051,By (author),Larry Hama
9781613771051,", Illustrated by",S. L. Gallant
9781613771051,", Illustrated by",Ron Wagner
9781613771051,", Illustrated by",Gary Erskine
9781613771136,By (artist),Mike Manomivibul
9781613771198,By (author),Richard K. Morgan
9781613771198,", By (artist)",Peter Bergting
9781613771211,By (author),Larry Hama
9781613771211,", By (artist)",Herb Trimpe
9781613771211,", By (artist)",Tony Salmons
9781613771211,", By (artist)",Ron Wagner
9781613771211,", By (artist)",Mike Zeck
9781613771211,", By (artist)",Dennis Janke
9781613771228,By (author),Eric Powell
9781613771228,", By (author)",Tracy Marsh
9781613771228,", By (artist)",Victor Santos
9781613771266,By (author),Nick Roche
9781613771266,", By (author)",James Roberts
9781613771266,", Illustrated by",Guido Guidi
9781613771310,By (author),Keith R. A. Decandido
9781613771310,", By (author)",Christopher Golden
9781613771310,", By (author)",Tom Sniegoski
9781613771310,", By (author)",Scott Ciencin
9781613771310,", By (artist)",Peter Pachoumis
9781613771310,", By (artist)",Scott Benefiel
9781613771310,", By (artist)",Dave Hoover
9781613771310,", By (artist)",Andrew Currie
9781613771471,By (author),Ann Nocenti
9781613771471,", By (author)",Anya Martin
9781613771471,", By (author)",Barbara Kesel
9781613771471,", By (author)",Kimberly Komatsu
9781613771471,", By (author)",Gail Simone
9781613771471,", By (author)",Trina Robbins
9781613771471,", By (author)",Samantha Newark
9781613771471,", By (artist)",Camilla D' Errico
9781613771471,", By (artist)",Renae DeLiz
9781613771471,", By (artist)",Ming Doyle
9781613771532,By (author),Larry Hama
9781613771532,", By (author)",Eric Fein
9781613771549,By (author),N/A
9781613771549,", By (artist)",Molly Crabapple
9781613771563,By (author),R. A. Salvatore
9781613771563,", By (author)",Geno Salvatore
9781613771563,", By (artist)",Agustin Padilla
9781613771570,By (author),Erik Burnham
9781613771693,By (author),Harlan Ellison
9781613771693,", By (artist)",Alan Robinson
9781613771730,By (author),Anne Rice
9781613771730,", By (author)",Mariah McCourt
9781613771730,", By (artist)",Renae DeLiz
9781613771730,", By (artist)",Ray Dillon
9781613771778,By (author),John Byrne
9781613771792,By (author),Mike Costa
9781613771815,By (author),Ben Mccool
9781613771815,", Illustrated by",Mario Guevara
9781613771952,By (author),Florentino Florez
9781613771952,", By (author)",John Buscema
9781613772027,By (author),Larry Hama
9781613772027,", Illustrated by",S. L. Gallant
9781613772027,", Illustrated by",Ron Wagner
9781613772027,", Illustrated by",Will Rosado
9781613772027,", Illustrated by",Gary Erskine
9781613772034,By (author),John Barber
9781613772034,", By (artist)",Salvador Navarro
9781613772034,", By (artist)",Atilio Rojo
9781613772058,By (author),Jason Ciaramella
9781613772058,", By (artist)",Victor Santos
9781613772102,By (author),Doug Wildey
9781613772119,By (author),Nathan Archer
9781613772119,", By (author)",Janine Ellen Young
9781613772119,", By (author)",Doselle Young
9781613772119,", By (author)",Dan Abnett
9781613772119,", By (author)",Andy Lanning
9781613772119,", By (author)",Kristine Kathryn Rusch
9781613772119,", By (author)",Dean Wesley Smith
9781613772119,", By (artist)",Jeffrey Moy
9781613772119,", By (artist)",David Roach
9781613772119,", By (artist)",Robert Teranishi
9781613772133,By (author),Howard Nostrand
9781613772133,", By (author)",Jack Cole
9781613772133,", By (author)",Bob Powell
9781613772133,", By (author)",Wally Wood
9781613772188,By (author),John Rogers
9781613772188,", By (artist)",Andrea Di Vito
9781613772218,By (author),Chuck Dixon
9781613772218,", By (artist)",Alex Cal
9781613772225,By (author),Brandon Jerwa
9781613772225,", By (artist)",Tim Seeley
9781613772225,", By (artist)",Jason Millet
9781613772225,", By (artist)",Emiliano Santalucia
9781613772232,By (author),Matt Frank
9781613772232,", By (author)",Jeff Prezenkowski
9781613772232,", By (author)",Jonathan Vankin
9781613772232,", By (author)",Mike Raicht
9781613772232,", By (author)",Chris Mowry
9781613772232,", By (author)",Bobby Curnow
9781613772232,", By (artist)",Simon Gane
9781613772232,", By (artist)",Tony Parker
9781613772232,", By (artist)",E.J. Su
9781613772256,By (author),Duane Swierczynski
9781613772256,", By (author)",Chris Ryall
9781613772256,", By (artist)",Alan Robinson
9781613772256,", By (artist)",David Messina
9781613772256,", By (artist)",Stuart Sayger
9781613772263,By (author),Stan Lee
9781613772263,", By (author)",Ralph Macchio
9781613772263,", By (artist)",John Buscema
9781613772263,", By (artist)",John Romita Jr.
9781613772331,By (author),Tom Waltz
9781613772331,", By (author)",Kevin Eastman
9781613772331,", Illustrated by",Dan Duncan
9781613772348,By (author),Michael Dooney
9781613772348,", By (author)",Kevin Eastman
9781613772348,", By (author)",Michael Zulli
9781613772348,", Illustrated by",Jim Lawson
9781613772348,", Illustrated by",Peter Laird
9781613772379,By (author),Wayne Allen Sallee
9781613772379,", By (author)",Robert R. McCammon
9781613772379,", By (author)",Mort Castle
9781613772379,", By (author)",Robert E. Weinberg
9781613772379,", By (author)",F. Paul Wilson
9781613772379,", By (author)",Paul Dale Anderson
9781613772379,", By (author)",Stephen King
9781613772379,", By (artist)",Clive Barker
9781613772379,", By (artist)",Andy B. Clarkson
9781613772379,", By (artist)",Cristina de Lara Stockler
9781613772393,By (author),John Shirley
9781613772393,", By (artist)",Daniel Bradford
9781613772744,By (author),Larry Hama
9781613772744,", By (author)",Eric Fein
9781613772744,", By (author)",Peter Quinones
9781613772744,", By (artist)",Phil Gosier
9781613772744,", By (artist)",William Rosado
9781613772744,", By (artist)",Ernie Stiner
9781613772782,By (author),Chuck Dixon
9781613772782,", By (author)",Mike Costa
9781613772799,By (author),Erik Burnham
9781613772805,By (author),Mike Raicht
9781613772805,", By (author)",Chuck Dixon
9781613772805,", By (artist)",Valentine DeLandro
9781613772805,", By (artist)",Guido Guidi
9781613772836,By (author),Daryl Gregory
9781613772836,", Illustrated by",Alan Robinson
9781613772850,By (author),Brian Lynch
9781613772881,By (author),Kevin Eastman
9781613772881,", By (author)",Tom Waltz
9781613772881,", Illustrated by",Dan Duncan
9781613772881,", Illustrated by",Mateus Santolouco
9781613772911,By (author),John Barber
9781613773444,By (author),Steve Niles
9781613773512,By (author),Chuck Dixon
9781613773512,", By (author)",Mike Costa
9781613773512,", By (artist)",Will Rosado
9781613773512,", By (artist)",Bennie Lobel
9781613773512,", By (artist)",Antonio Fuso
9781613773536,By (author),Paul Crilley
9781613773543,By (author),Chris Roberson
9781613773543,", By (artist)",Rich Ellis
9781613773574,By (author),Mark Martin
9781613773956,By (author),Andrew Dabb
9781613773956,", By (author)",R. A. Salvatore
9781613773956,", Illustrated by",Tim Seeley
9781613773956,", Illustrated by",Val Semeiks
9781613773956,", Illustrated by",Jeff Austin
9781613773963,By (author),Larry Hama
9781613773987,By (author),John Byrne
9781613774014,By (author),Marc Guggenheim
9781613774014,", By (author)",Peter David
9781613774014,", Illustrated by",Sandy Plunkett
9781613774014,", Illustrated by",Bill Sienkiewicz
9781613774014,", Illustrated by",Stan Sakai
9781613774069,By (author),Dan Abnett
9781613774069,", By (author)",Andy Lanning
9781613774069,", By (author)",Mike Costa
9781613774069,", Illustrated by",Nick Roche
9781613774069,", Illustrated by",Alex Milne
9781613774076,By (author),Rain Graves
9781613774076,", By (author)",Rhodi Hawk
9781613774076,", By (author)",Yvonne Navarro
9781613774076,", By (author)",Amber Benson
9781613774090,By (author),Timothy Truman
